area,fraud_ip
Сургут,5.8.0.195
Тамбов,5.8.0.196
Стерлитамак,5.8.0.197
Набережные Челны,5.8.0.198
Астрахань,5.8.0.199
Владимир,5.8.0.200
Новокузнецк,5.8.0.201
Рязань,5.8.0.202
Москва,5.8.0.203
Ростов-на-Дону,5.8.0.204
Петрозаводск,5.8.0.205
Ульяновск,5.8.0.206
Махачкала,5.8.0.207
Хабаровск,5.8.0.208
Калуга,5.8.0.209
Пенза,5.8.0.210
Екатеринбург,5.8.0.211
Тюмень,5.8.0.212
Липецк,5.8.0.213
Барнаул,5.8.0.214
Омск,5.8.0.215
Иваново,5.8.0.216
Санкт-Петербург,5.8.0.217
Вологда,5.8.0.218
Самара,5.8.0.219
Челябинск,5.8.0.220
Оренбург,5.8.0.221
Комсомольск-на-Амуре,5.8.0.222
Пермь,5.8.0.223
Чита,5.8.0.224
Калининград,5.8.0.225
Саратов,5.8.0.226
Братск,5.8.0.227
Красноярск,5.8.0.228
Ярославль,5.8.0.229
Казань,5.8.0.230
Смоленск,5.8.0.231
Курск,5.8.0.232
Нижний Новгород,5.8.0.233
Курган,5.8.0.234
Кострома,5.8.0.235
Волжский,5.8.0.236
Череповец,5.8.0.237
Владивосток,5.8.0.238
Архангельск,5.8.0.239
Новосибирск,5.8.0.240
Владикавказ,5.8.0.241
Уфа,5.8.0.242
Чебоксары,5.8.0.243
Ижевск,5.8.0.244
Орёл,5.8.0.245
Волгоград,5.8.0.246
Ставрополь,5.8.0.247
Томск,5.8.0.248
Нижний Тагил,5.8.0.249
Саранск,5.8.0.250
Тольятти,5.8.0.251
Якутск,5.8.0.252
Киров,5.8.0.253
Улан-Удэ,5.8.0.254
Тула,5.8.0.255
Севастополь,5.8.1.0
Брянск,5.8.1.1
Таганрог,5.8.1.2
Сочи,5.8.1.3
Грозный,5.8.1.4
Йошкар-Ола,5.8.1.5
Белгород,5.8.1.6
Нижневартовск,5.8.1.7
Магнитогорск,5.8.1.8
Краснодар,5.8.1.9
Воронеж,5.8.1.10
Мурманск,5.8.1.11
Кемерово,5.8.1.12
Иркутск,5.8.1.13
Тверь,5.8.1.14
Симферополь,5.8.1.15
Сургут,5.8.1.16
Тамбов,5.8.1.17
Стерлитамак,5.8.1.18
Набережные Челны,5.8.1.19
Астрахань,5.8.1.20
Владимир,5.8.1.21
Новокузнецк,5.8.1.22
Рязань,5.8.1.23
Москва,5.8.1.24
Ростов-на-Дону,5.8.1.25
Петрозаводск,5.8.1.26
Ульяновск,5.8.1.27
Махачкала,5.8.1.28
Хабаровск,5.8.1.29
Калуга,5.8.1.30
Пенза,5.8.1.31
Екатеринбург,5.8.1.32
Тюмень,5.8.1.33
Липецк,5.8.1.34
Барнаул,5.8.1.35
Омск,5.8.1.36
Иваново,5.8.1.37
Санкт-Петербург,5.8.1.38
Вологда,5.8.1.39
Самара,5.8.1.40
Челябинск,5.8.1.41
Оренбург,5.8.1.42
Комсомольск-на-Амуре,5.8.1.43
Пермь,5.8.1.44
Чита,5.8.1.45
Калининград,5.8.1.46
Саратов,5.8.1.47
Братск,5.8.1.48
Красноярск,5.8.1.49
Ярославль,5.8.1.50
Казань,5.8.1.51
Смоленск,5.8.1.52
Курск,5.8.1.53
Нижний Новгород,5.8.1.54
Курган,5.8.1.55
Кострома,5.8.1.56
Волжский,5.8.1.57
Череповец,5.8.1.58
Владивосток,5.8.1.59
Архангельск,5.8.1.60
Новосибирск,5.8.1.61
Владикавказ,5.8.1.62
Уфа,5.8.1.63
Чебоксары,5.8.1.64
Ижевск,5.8.1.65
Орёл,5.8.1.66
Волгоград,5.8.1.67
Ставрополь,5.8.1.68
Томск,5.8.1.69
Нижний Тагил,5.8.1.70
Саранск,5.8.1.71
Тольятти,5.8.1.72
Якутск,5.8.1.73
Киров,5.8.1.74
Улан-Удэ,5.8.1.75
Тула,5.8.1.76
Севастополь,5.8.1.77
Брянск,5.8.1.78
Таганрог,5.8.1.79
Сочи,5.8.1.80
Грозный,5.8.1.81
Йошкар-Ола,5.8.1.82
Белгород,5.8.1.83
Нижневартовск,5.8.1.84
Магнитогорск,5.8.1.85
Краснодар,5.8.1.86
Воронеж,5.8.1.87
Мурманск,5.8.1.88
Кемерово,5.8.1.89
Иркутск,5.8.1.90
Тверь,5.8.1.91
Симферополь,5.8.1.92
Сургут,5.8.1.93
Тамбов,5.8.1.94
Стерлитамак,5.8.1.95
Набережные Челны,5.8.1.96
Астрахань,5.8.1.97
Владимир,5.8.1.98
Новокузнецк,5.8.1.99
Рязань,5.8.1.100
Москва,5.8.1.101
Ростов-на-Дону,5.8.1.102
Петрозаводск,5.8.1.103
Ульяновск,5.8.1.104
Махачкала,5.8.1.105
Хабаровск,5.8.1.106
Калуга,5.8.1.107
Пенза,5.8.1.108
Екатеринбург,5.8.1.109
Тюмень,5.8.1.110
Липецк,5.8.1.111
Барнаул,5.8.1.112
Омск,5.8.1.113
Иваново,5.8.1.114
Санкт-Петербург,5.8.1.115
Вологда,5.8.1.116
Самара,5.8.1.117
Челябинск,5.8.1.118
Оренбург,5.8.1.119
Комсомольск-на-Амуре,5.8.1.120
Пермь,5.8.1.121
Чита,5.8.1.122
Калининград,5.8.1.123
Саратов,5.8.1.124
Братск,5.8.1.125
Красноярск,5.8.1.126
Ярославль,5.8.1.127
Казань,5.8.1.128
Смоленск,5.8.1.129
Курск,5.8.1.130
Нижний Новгород,5.8.1.131
Курган,5.8.1.132
Кострома,5.8.1.133
Волжский,5.8.1.134
Череповец,5.8.1.135
Владивосток,5.8.1.136
Архангельск,5.8.1.137
Новосибирск,5.8.1.138
Владикавказ,5.8.1.139
Уфа,5.8.1.140
Чебоксары,5.8.1.141
Ижевск,5.8.1.142
Орёл,5.8.1.143
Волгоград,5.8.1.144
Ставрополь,5.8.1.145
Томск,5.8.1.146
Нижний Тагил,5.8.1.147
Саранск,5.8.1.148
Тольятти,5.8.1.149
Якутск,5.8.1.150
Киров,5.8.1.151
Улан-Удэ,5.8.1.152
Тула,5.8.1.153
Севастополь,5.8.1.154
Брянск,5.8.1.155
Таганрог,5.8.1.156
Сочи,5.8.1.157
Грозный,5.8.1.158
Йошкар-Ола,5.8.1.159
Белгород,5.8.1.160
Нижневартовск,5.8.1.161
Магнитогорск,5.8.1.162
Краснодар,5.8.1.163
Воронеж,5.8.1.164
Мурманск,5.8.1.165
Кемерово,5.8.1.166
Иркутск,5.8.1.167
Тверь,5.8.1.168
Симферополь,5.8.1.169
Сургут,5.8.1.170
Тамбов,5.8.1.171
Стерлитамак,5.8.1.172
Набережные Челны,5.8.1.173
Астрахань,5.8.1.174
Владимир,5.8.1.175
Новокузнецк,5.8.1.176
Рязань,5.8.1.177
Москва,5.8.1.178
Ростов-на-Дону,5.8.1.179
Петрозаводск,5.8.1.180
Ульяновск,5.8.1.181
Махачкала,5.8.1.182
Хабаровск,5.8.1.183
Калуга,5.8.1.184
Пенза,5.8.1.185
Екатеринбург,5.8.1.186
Тюмень,5.8.1.187
Липецк,5.8.1.188
Барнаул,5.8.1.189
Омск,5.8.1.190
Иваново,5.8.1.191
Санкт-Петербург,5.8.1.192
Вологда,5.8.1.193
Самара,5.8.1.194
Челябинск,5.8.1.195
Оренбург,5.8.1.196
Комсомольск-на-Амуре,5.8.1.197
Пермь,5.8.1.198
Чита,5.8.1.199
Калининград,5.8.1.200
Саратов,5.8.1.201
Братск,5.8.1.202
Красноярск,5.8.1.203
Ярославль,5.8.1.204
Казань,5.8.1.205
Смоленск,5.8.1.206
Курск,5.8.1.207
Нижний Новгород,5.8.1.208
Курган,5.8.1.209
Кострома,5.8.1.210
Волжский,5.8.1.211
Череповец,5.8.1.212
Владивосток,5.8.1.213
Архангельск,5.8.1.214
Новосибирск,5.8.1.215
Владикавказ,5.8.1.216
Уфа,5.8.1.217
Чебоксары,5.8.1.218
Ижевск,5.8.1.219
Орёл,5.8.1.220
Волгоград,5.8.1.221
Ставрополь,5.8.1.222
Томск,5.8.1.223
Нижний Тагил,5.8.1.224
Саранск,5.8.1.225
Тольятти,5.8.1.226
Якутск,5.8.1.227
Киров,5.8.1.228
Улан-Удэ,5.8.1.229
Тула,5.8.1.230
Севастополь,5.8.1.231
Брянск,5.8.1.232
Таганрог,5.8.1.233
Сочи,5.8.1.234
Грозный,5.8.1.235
Йошкар-Ола,5.8.1.236
Белгород,5.8.1.237
Нижневартовск,5.8.1.238
Магнитогорск,5.8.1.239
Краснодар,5.8.1.240
Воронеж,5.8.1.241
Мурманск,5.8.1.242
Кемерово,5.8.1.243
Иркутск,5.8.1.244
Тверь,5.8.1.245
Симферополь,5.8.1.246
Сургут,5.8.1.247
Тамбов,5.8.1.248
Стерлитамак,5.8.1.249
Набережные Челны,5.8.1.250
Астрахань,5.8.1.251
Владимир,5.8.1.252
Новокузнецк,5.8.1.253
Рязань,5.8.1.254
Москва,5.8.1.255
Ростов-на-Дону,5.8.2.0
Петрозаводск,5.8.2.1
Ульяновск,5.8.2.2
Махачкала,5.8.2.3
Хабаровск,5.8.2.4
Калуга,5.8.2.5
Пенза,5.8.2.6
Екатеринбург,5.8.2.7
Тюмень,5.8.2.8
Липецк,5.8.2.9
Барнаул,5.8.2.10
Омск,5.8.2.11
Иваново,5.8.2.12
Санкт-Петербург,5.8.2.13
Вологда,5.8.2.14
Самара,5.8.2.15
Челябинск,5.8.2.16
Оренбург,5.8.2.17
Комсомольск-на-Амуре,5.8.2.18
Пермь,5.8.2.19
Чита,5.8.2.20
Калининград,5.8.2.21
Саратов,5.8.2.22
Братск,5.8.2.23
Красноярск,5.8.2.24
Ярославль,5.8.2.25
Казань,5.8.2.26
Смоленск,5.8.2.27
Курск,5.8.2.28
Нижний Новгород,5.8.2.29
Курган,5.8.2.30
Кострома,5.8.2.31
Волжский,5.8.2.32
Череповец,5.8.2.33
Владивосток,5.8.2.34
Архангельск,5.8.2.35
Новосибирск,5.8.2.36
Владикавказ,5.8.2.37
Уфа,5.8.2.38
Чебоксары,5.8.2.39
Ижевск,5.8.2.40
Орёл,5.8.2.41
Волгоград,5.8.2.42
Ставрополь,5.8.2.43
Томск,5.8.2.44
Нижний Тагил,5.8.2.45
Саранск,5.8.2.46
Тольятти,5.8.2.47
Якутск,5.8.2.48
Киров,5.8.2.49
Улан-Удэ,5.8.2.50
Тула,5.8.2.51
Севастополь,5.8.2.52
Брянск,5.8.2.53
Таганрог,5.8.2.54
Сочи,5.8.2.55
Грозный,5.8.2.56
Йошкар-Ола,5.8.2.57
Белгород,5.8.2.58
Нижневартовск,5.8.2.59
Магнитогорск,5.8.2.60
Краснодар,5.8.2.61
Воронеж,5.8.2.62
Мурманск,5.8.2.63
Кемерово,5.8.2.64
Иркутск,5.8.2.65
Тверь,5.8.2.66
Симферополь,5.8.2.67
Сургут,5.8.2.68
Тамбов,5.8.2.69
Стерлитамак,5.8.2.70
Набережные Челны,5.8.2.71
Астрахань,5.8.2.72
Владимир,5.8.2.73
Новокузнецк,5.8.2.74
Рязань,5.8.2.75
Москва,5.8.2.76
Ростов-на-Дону,5.8.2.77
Петрозаводск,5.8.2.78
Ульяновск,5.8.2.79
Махачкала,5.8.2.80
Хабаровск,5.8.2.81
Калуга,5.8.2.82
Пенза,5.8.2.83
Екатеринбург,5.8.2.84
Тюмень,5.8.2.85
Липецк,5.8.2.86
Барнаул,5.8.2.87
Омск,5.8.2.88
Иваново,5.8.2.89
Санкт-Петербург,5.8.2.90
Вологда,5.8.2.91
Самара,5.8.2.92
Челябинск,5.8.2.93
Оренбург,5.8.2.94
Комсомольск-на-Амуре,5.8.2.95
Пермь,5.8.2.96
Чита,5.8.2.97
Калининград,5.8.2.98
Саратов,5.8.2.99
Братск,5.8.2.100
Красноярск,5.8.2.101
Ярославль,5.8.2.102
Казань,5.8.2.103
Смоленск,5.8.2.104
Курск,5.8.2.105
Нижний Новгород,5.8.2.106
Курган,5.8.2.107
Кострома,5.8.2.108
Волжский,5.8.2.109
Череповец,5.8.2.110
Владивосток,5.8.2.111
Архангельск,5.8.2.112
Новосибирск,5.8.2.113
Владикавказ,5.8.2.114
Уфа,5.8.2.115
Чебоксары,5.8.2.116
Ижевск,5.8.2.117
Орёл,5.8.2.118
Волгоград,5.8.2.119
Ставрополь,5.8.2.120
Томск,5.8.2.121
Нижний Тагил,5.8.2.122
Саранск,5.8.2.123
Тольятти,5.8.2.124
Якутск,5.8.2.125
Киров,5.8.2.126
Улан-Удэ,5.8.2.127
Тула,5.8.2.128
Севастополь,5.8.2.129
Брянск,5.8.2.130
Таганрог,5.8.2.131
Сочи,5.8.2.132
Грозный,5.8.2.133
Йошкар-Ола,5.8.2.134
Белгород,5.8.2.135
Нижневартовск,5.8.2.136
Магнитогорск,5.8.2.137
Краснодар,5.8.2.138
Воронеж,5.8.2.139
Мурманск,5.8.2.140
Кемерово,5.8.2.141
Иркутск,5.8.2.142
Тверь,5.8.2.143
Симферополь,5.8.2.144
Сургут,5.8.2.145
Тамбов,5.8.2.146
Стерлитамак,5.8.2.147
Набережные Челны,5.8.2.148
Астрахань,5.8.2.149
Владимир,5.8.2.150
Новокузнецк,5.8.2.151
Рязань,5.8.2.152
Москва,5.8.2.153
Ростов-на-Дону,5.8.2.154
Петрозаводск,5.8.2.155
Ульяновск,5.8.2.156
Махачкала,5.8.2.157
Хабаровск,5.8.2.158
Калуга,5.8.2.159
Пенза,5.8.2.160
Екатеринбург,5.8.2.161
Тюмень,5.8.2.162
Липецк,5.8.2.163
Барнаул,5.8.2.164
Омск,5.8.2.165
Иваново,5.8.2.166
Санкт-Петербург,5.8.2.167
Вологда,5.8.2.168
Самара,5.8.2.169
Челябинск,5.8.2.170
Оренбург,5.8.2.171
Комсомольск-на-Амуре,5.8.2.172
Пермь,5.8.2.173
Чита,5.8.2.174
Калининград,5.8.2.175
Саратов,5.8.2.176
Братск,5.8.2.177
Красноярск,5.8.2.178
Ярославль,5.8.2.179
Казань,5.8.2.180
Смоленск,5.8.2.181
Курск,5.8.2.182
Нижний Новгород,5.8.2.183
Курган,5.8.2.184
Кострома,5.8.2.185
Волжский,5.8.2.186
Череповец,5.8.2.187
Владивосток,5.8.2.188
Архангельск,5.8.2.189
Новосибирск,5.8.2.190
Владикавказ,5.8.2.191
Уфа,5.8.2.192
Чебоксары,5.8.2.193
Ижевск,5.8.2.194
Орёл,5.8.2.195
Волгоград,5.8.2.196
Ставрополь,5.8.2.197
Томск,5.8.2.198
Нижний Тагил,5.8.2.199
Саранск,5.8.2.200
Тольятти,5.8.2.201
Якутск,5.8.2.202
Киров,5.8.2.203
Улан-Удэ,5.8.2.204
Тула,5.8.2.205
Севастополь,5.8.2.206
Брянск,5.8.2.207
Таганрог,5.8.2.208
Сочи,5.8.2.209
Грозный,5.8.2.210
Йошкар-Ола,5.8.2.211
Белгород,5.8.2.212
Нижневартовск,5.8.2.213
Магнитогорск,5.8.2.214
Краснодар,5.8.2.215
Воронеж,5.8.2.216
Мурманск,5.8.2.217
Кемерово,5.8.2.218
Иркутск,5.8.2.219
Тверь,5.8.2.220
Симферополь,5.8.2.221
Сургут,5.8.2.222
Тамбов,5.8.2.223
Стерлитамак,5.8.2.224
Набережные Челны,5.8.2.225
Астрахань,5.8.2.226
Владимир,5.8.2.227
Новокузнецк,5.8.2.228
Рязань,5.8.2.229
Москва,5.8.2.230
Ростов-на-Дону,5.8.2.231
Петрозаводск,5.8.2.232
Ульяновск,5.8.2.233
Махачкала,5.8.2.234
Хабаровск,5.8.2.235
Калуга,5.8.2.236
Пенза,5.8.2.237
Екатеринбург,5.8.2.238
Тюмень,5.8.2.239
Липецк,5.8.2.240
Барнаул,5.8.2.241
Омск,5.8.2.242
Иваново,5.8.2.243
Санкт-Петербург,5.8.2.244
Вологда,5.8.2.245
Самара,5.8.2.246
Челябинск,5.8.2.247
Оренбург,5.8.2.248
Комсомольск-на-Амуре,5.8.2.249
Пермь,5.8.2.250
Чита,5.8.2.251
Калининград,5.8.2.252
Саратов,5.8.2.253
Братск,5.8.2.254
Красноярск,5.8.2.255
Ярославль,5.8.3.0
Казань,5.8.3.1
Смоленск,5.8.3.2
Курск,5.8.3.3
Нижний Новгород,5.8.3.4
Курган,5.8.3.5
Кострома,5.8.3.6
Волжский,5.8.3.7
Череповец,5.8.3.8
Владивосток,5.8.3.9
Архангельск,5.8.3.10
Новосибирск,5.8.3.11
Владикавказ,5.8.3.12
Уфа,5.8.3.13
Чебоксары,5.8.3.14
Ижевск,5.8.3.15
Орёл,5.8.3.16
Волгоград,5.8.3.17
Ставрополь,5.8.3.18
Томск,5.8.3.19
Нижний Тагил,5.8.3.20
Саранск,5.8.3.21
Тольятти,5.8.3.22
Якутск,5.8.3.23
Киров,5.8.3.24
Улан-Удэ,5.8.3.25
Тула,5.8.3.26
Севастополь,5.8.3.27
Брянск,5.8.3.28
Таганрог,5.8.3.29
Сочи,5.8.3.30
Грозный,5.8.3.31
Йошкар-Ола,5.8.3.32
Белгород,5.8.3.33
Нижневартовск,5.8.3.34
Магнитогорск,5.8.3.35
