city,lat,lon,fraud_ip
Санкт-Петербург,59.939125,30.3158225,5.3.254.251
Новосибирск,55.0281016,82.9210575,5.3.254.252
Екатеринбург,56.8386326,60.6054887,5.3.254.253
Нижний Новгород,56.3242093,44.0053948,5.3.254.254
Казань,55.7943877,49.1115312,5.3.254.255
Самара,53.1951657,50.1067691,5.3.255.0
Омск,54.9848136,73.3674638,5.3.255.1
Челябинск,55.1603659,61.4007858,5.3.255.2
Ростов-на-Дону,47.2224364,39.7187866,5.3.255.3
Уфа,54.734853,55.9578647,5.3.255.4
Волгоград,48.7072005,44.5170207,5.3.255.5
Пермь,58.0103211,56.2341778,5.3.255.6
Красноярск,56.009466,92.8524162,5.3.255.7
Воронеж,51.6592378,39.1968284,5.3.255.8
Саратов,51.530376,45.9530257,5.3.255.9
Краснодар,45.040235,38.9760801,5.3.255.10
Тольятти,53.5206438,49.389461,5.3.255.11
Барнаул,53.3481145,83.7798362,5.3.255.12
Ижевск,56.8527444,53.2113961,5.3.255.13
Ульяновск,54.3080674,48.3748717,5.3.255.14
Владивосток,43.1163807,131.882348,5.3.255.15
Ярославль,57.6216145,39.897878,5.3.255.16
Иркутск,52.2863513,104.280655,5.3.255.17
Тюмень,57.1530824,65.5343118,5.3.255.18
Махачкала,42.9848572,47.5046303,5.3.255.19
Хабаровск,48.4647991,135.0598811,5.3.255.20
Оренбург,51.7875191,55.1017379,5.3.255.21
Новокузнецк,53.7942757,87.2144046,5.3.255.22
Кемерово,55.3909721,86.0467864,5.3.255.23
Рязань,54.625457,39.7359992,5.3.255.24
Томск,56.4847036,84.9481737,5.3.255.25
Астрахань,46.3655808,48.0559979,5.3.255.26
Пенза,53.1753884,45.0347408,5.3.255.27
Набережные Челны,55.7436475,52.3958739,5.3.255.28
Липецк,52.6103027,39.5946266,5.3.255.29
Тула,54.192017,37.6153885,5.3.255.30
Киров,58.6035313,49.6679219,5.3.255.31
Чебоксары,56.1439378,47.2488718,5.3.255.32
Улан-Удэ,51.8334378,107.5841511,5.3.255.33
Калининград,54.7073218,20.5072458,5.3.255.34
Брянск,53.2420071,34.3652716,5.3.255.35
Курск,51.7303391,36.1926448,5.3.255.36
Иваново,56.9994677,40.9728231,5.3.255.37
Магнитогорск,53.4071891,58.9791432,5.3.255.38
Тверь,56.8585396,35.9117898,5.3.255.39
Ставрополь,45.0445439,41.9690168,5.3.255.40
Симферополь,44.9482645,34.100117,5.3.255.41
Нижний Тагил,57.9101038,59.9813242,5.3.255.42
Белгород,50.5977351,36.5858236,5.3.255.43
Архангельск,64.5392985,40.5170083,5.3.255.44
Владимир,56.1281561,40.4082995,5.3.255.45
Севастополь,44.6167334,33.5253552,5.3.255.46
Сочи,43.5855829,39.7231419,5.3.255.47
Курган,55.4443448,65.3161339,5.3.255.48
Смоленск,54.7867168,31.8153366,5.3.255.49
Калуга,54.5060439,36.2515933,5.3.255.50
Чита,52.0340128,113.4994884,5.3.255.51
Орёл,52.9672573,36.0696479,5.3.255.52
Волжский,48.7978483,44.7462417,5.3.255.53
Череповец,59.1269214,37.9092243,5.3.255.54
Владикавказ,43.0205039,44.6819383,5.3.255.55
Мурманск,69.0076958,33.0686019,5.3.255.56
Сургут,61.2539773,73.3961726,5.3.255.57
Вологда,59.2484186,39.8356461,5.3.255.58
Саранск,54.1807601,45.1862263,5.3.255.59
Тамбов,52.7213021,41.452258,5.3.255.60
Стерлитамак,53.6302498,55.9315707,5.3.255.61
Грозный,43.3179243,45.6981102,5.3.255.62
Якутск,62.0280273,129.7325717,5.3.255.63
Кострома,57.8029445,40.9907282,5.3.255.64
Комсомольск-на-Амуре,50.550011,137.0079286,5.3.255.65
Петрозаводск,61.78909,34.3596263,5.3.255.66
Таганрог,47.2094907,38.935154,5.3.255.67
Нижневартовск,60.9397379,76.5696206,5.3.255.68
Йошкар-Ола,56.6343763,47.8998445,5.3.255.69
Братск,56.1513951,101.6339892,5.3.255.70
Москва,55.7538789,37.6203735,5.3.255.71
Санкт-Петербург,59.939125,30.3158225,5.3.255.72
Новосибирск,55.0281016,82.9210575,5.3.255.73
Екатеринбург,56.8386326,60.6054887,5.3.255.74
Нижний Новгород,56.3242093,44.0053948,5.3.255.75
Казань,55.7943877,49.1115312,5.3.255.76
Самара,53.1951657,50.1067691,5.3.255.77
Омск,54.9848136,73.3674638,5.3.255.78
Челябинск,55.1603659,61.4007858,5.3.255.79
Ростов-на-Дону,47.2224364,39.7187866,5.3.255.80
Уфа,54.734853,55.9578647,5.3.255.81
Волгоград,48.7072005,44.5170207,5.3.255.82
Пермь,58.0103211,56.2341778,5.3.255.83
Красноярск,56.009466,92.8524162,5.3.255.84
Воронеж,51.6592378,39.1968284,5.3.255.85
Саратов,51.530376,45.9530257,5.3.255.86
Краснодар,45.040235,38.9760801,5.3.255.87
Тольятти,53.5206438,49.389461,5.3.255.88
Барнаул,53.3481145,83.7798362,5.3.255.89
Ижевск,56.8527444,53.2113961,5.3.255.90
Ульяновск,54.3080674,48.3748717,5.3.255.91
Владивосток,43.1163807,131.882348,5.3.255.92
Ярославль,57.6216145,39.897878,5.3.255.93
Иркутск,52.2863513,104.280655,5.3.255.94
Тюмень,57.1530824,65.5343118,5.3.255.95
Махачкала,42.9848572,47.5046303,5.3.255.96
Хабаровск,48.4647991,135.0598811,5.3.255.97
Оренбург,51.7875191,55.1017379,5.3.255.98
Новокузнецк,53.7942757,87.2144046,5.3.255.99
Кемерово,55.3909721,86.0467864,5.3.255.100
Рязань,54.625457,39.7359992,5.3.255.101
Томск,56.4847036,84.9481737,5.3.255.102
Астрахань,46.3655808,48.0559979,5.3.255.103
Пенза,53.1753884,45.0347408,5.3.255.104
Набережные Челны,55.7436475,52.3958739,5.3.255.105
Липецк,52.6103027,39.5946266,5.3.255.106
Тула,54.192017,37.6153885,5.3.255.107
Киров,58.6035313,49.6679219,5.3.255.108
Чебоксары,56.1439378,47.2488718,5.3.255.109
Улан-Удэ,51.8334378,107.5841511,5.3.255.110
Калининград,54.7073218,20.5072458,5.3.255.111
Брянск,53.2420071,34.3652716,5.3.255.112
Курск,51.7303391,36.1926448,5.3.255.113
Иваново,56.9994677,40.9728231,5.3.255.114
Магнитогорск,53.4071891,58.9791432,5.3.255.115
Тверь,56.8585396,35.9117898,5.3.255.116
Ставрополь,45.0445439,41.9690168,5.3.255.117
Симферополь,44.9482645,34.100117,5.3.255.118
Нижний Тагил,57.9101038,59.9813242,5.3.255.119
Белгород,50.5977351,36.5858236,5.3.255.120
Архангельск,64.5392985,40.5170083,5.3.255.121
Владимир,56.1281561,40.4082995,5.3.255.122
Севастополь,44.6167334,33.5253552,5.3.255.123
Сочи,43.5855829,39.7231419,5.3.255.124
Курган,55.4443448,65.3161339,5.3.255.125
Смоленск,54.7867168,31.8153366,5.3.255.126
Калуга,54.5060439,36.2515933,5.3.255.127
Чита,52.0340128,113.4994884,5.3.255.128
Орёл,52.9672573,36.0696479,5.3.255.129
Волжский,48.7978483,44.7462417,5.3.255.130
Череповец,59.1269214,37.9092243,5.3.255.131
Владикавказ,43.0205039,44.6819383,5.3.255.132
Мурманск,69.0076958,33.0686019,5.3.255.133
Сургут,61.2539773,73.3961726,5.3.255.134
Вологда,59.2484186,39.8356461,5.3.255.135
Саранск,54.1807601,45.1862263,5.3.255.136
Тамбов,52.7213021,41.452258,5.3.255.137
Стерлитамак,53.6302498,55.9315707,5.3.255.138
Грозный,43.3179243,45.6981102,5.3.255.139
Якутск,62.0280273,129.7325717,5.3.255.140
Кострома,57.8029445,40.9907282,5.3.255.141
Комсомольск-на-Амуре,50.550011,137.0079286,5.3.255.142
Петрозаводск,61.78909,34.3596263,5.3.255.143
Таганрог,47.2094907,38.935154,5.3.255.144
Нижневартовск,60.9397379,76.5696206,5.3.255.145
Йошкар-Ола,56.6343763,47.8998445,5.3.255.146
Братск,56.1513951,101.6339892,5.3.255.147
Москва,55.7538789,37.6203735,5.3.255.148
Санкт-Петербург,59.939125,30.3158225,5.3.255.149
Новосибирск,55.0281016,82.9210575,5.3.255.150
Екатеринбург,56.8386326,60.6054887,5.3.255.151
Нижний Новгород,56.3242093,44.0053948,5.3.255.152
Казань,55.7943877,49.1115312,5.3.255.153
Самара,53.1951657,50.1067691,5.3.255.154
Омск,54.9848136,73.3674638,5.3.255.155
Челябинск,55.1603659,61.4007858,5.3.255.156
Ростов-на-Дону,47.2224364,39.7187866,5.3.255.157
Уфа,54.734853,55.9578647,5.3.255.158
Волгоград,48.7072005,44.5170207,5.3.255.159
Пермь,58.0103211,56.2341778,5.3.255.160
Красноярск,56.009466,92.8524162,5.3.255.161
Воронеж,51.6592378,39.1968284,5.3.255.162
Саратов,51.530376,45.9530257,5.3.255.163
Краснодар,45.040235,38.9760801,5.3.255.164
Тольятти,53.5206438,49.389461,5.3.255.165
Барнаул,53.3481145,83.7798362,5.3.255.166
Ижевск,56.8527444,53.2113961,5.3.255.167
Ульяновск,54.3080674,48.3748717,5.3.255.168
Владивосток,43.1163807,131.882348,5.3.255.169
Ярославль,57.6216145,39.897878,5.3.255.170
Иркутск,52.2863513,104.280655,5.3.255.171
Тюмень,57.1530824,65.5343118,5.3.255.172
Махачкала,42.9848572,47.5046303,5.3.255.173
Хабаровск,48.4647991,135.0598811,5.3.255.174
Оренбург,51.7875191,55.1017379,5.3.255.175
Новокузнецк,53.7942757,87.2144046,5.3.255.176
Кемерово,55.3909721,86.0467864,5.3.255.177
Рязань,54.625457,39.7359992,5.3.255.178
Томск,56.4847036,84.9481737,5.3.255.179
Астрахань,46.3655808,48.0559979,5.3.255.180
Пенза,53.1753884,45.0347408,5.3.255.181
Набережные Челны,55.7436475,52.3958739,5.3.255.182
Липецк,52.6103027,39.5946266,5.3.255.183
Тула,54.192017,37.6153885,5.3.255.184
Киров,58.6035313,49.6679219,5.3.255.185
Чебоксары,56.1439378,47.2488718,5.3.255.186
Улан-Удэ,51.8334378,107.5841511,5.3.255.187
Калининград,54.7073218,20.5072458,5.3.255.188
Брянск,53.2420071,34.3652716,5.3.255.189
Курск,51.7303391,36.1926448,5.3.255.190
Иваново,56.9994677,40.9728231,5.3.255.191
Магнитогорск,53.4071891,58.9791432,5.3.255.192
Тверь,56.8585396,35.9117898,5.3.255.193
Ставрополь,45.0445439,41.9690168,5.3.255.194
Симферополь,44.9482645,34.100117,5.3.255.195
Нижний Тагил,57.9101038,59.9813242,5.3.255.196
Белгород,50.5977351,36.5858236,5.3.255.197
Архангельск,64.5392985,40.5170083,5.3.255.198
Владимир,56.1281561,40.4082995,5.3.255.199
Севастополь,44.6167334,33.5253552,5.3.255.200
Сочи,43.5855829,39.7231419,5.3.255.201
Курган,55.4443448,65.3161339,5.3.255.202
Смоленск,54.7867168,31.8153366,5.3.255.203
Калуга,54.5060439,36.2515933,5.3.255.204
Чита,52.0340128,113.4994884,5.3.255.205
Орёл,52.9672573,36.0696479,5.3.255.206
Волжский,48.7978483,44.7462417,5.3.255.207
Череповец,59.1269214,37.9092243,5.3.255.208
Владикавказ,43.0205039,44.6819383,5.3.255.209
Мурманск,69.0076958,33.0686019,5.3.255.210
Сургут,61.2539773,73.3961726,5.3.255.211
Вологда,59.2484186,39.8356461,5.3.255.212
Саранск,54.1807601,45.1862263,5.3.255.213
Тамбов,52.7213021,41.452258,5.3.255.214
Стерлитамак,53.6302498,55.9315707,5.3.255.215
Грозный,43.3179243,45.6981102,5.3.255.216
Якутск,62.0280273,129.7325717,5.3.255.217
Кострома,57.8029445,40.9907282,5.3.255.218
Комсомольск-на-Амуре,50.550011,137.0079286,5.3.255.219
Петрозаводск,61.78909,34.3596263,5.3.255.220
Таганрог,47.2094907,38.935154,5.3.255.221
Нижневартовск,60.9397379,76.5696206,5.3.255.222
Йошкар-Ола,56.6343763,47.8998445,5.3.255.223
Братск,56.1513951,101.6339892,5.3.255.224
Москва,55.7538789,37.6203735,5.3.255.225
Санкт-Петербург,59.939125,30.3158225,5.3.255.226
Новосибирск,55.0281016,82.9210575,5.3.255.227
Екатеринбург,56.8386326,60.6054887,5.3.255.228
Нижний Новгород,56.3242093,44.0053948,5.3.255.229
Казань,55.7943877,49.1115312,5.3.255.230
Самара,53.1951657,50.1067691,5.3.255.231
Омск,54.9848136,73.3674638,5.3.255.232
Челябинск,55.1603659,61.4007858,5.3.255.233
Ростов-на-Дону,47.2224364,39.7187866,5.3.255.234
Уфа,54.734853,55.9578647,5.3.255.235
Волгоград,48.7072005,44.5170207,5.3.255.236
Пермь,58.0103211,56.2341778,5.3.255.237
Красноярск,56.009466,92.8524162,5.3.255.238
Воронеж,51.6592378,39.1968284,5.3.255.239
Саратов,51.530376,45.9530257,5.3.255.240
Краснодар,45.040235,38.9760801,5.3.255.241
Тольятти,53.5206438,49.389461,5.3.255.242
Барнаул,53.3481145,83.7798362,5.3.255.243
Ижевск,56.8527444,53.2113961,5.3.255.244
Ульяновск,54.3080674,48.3748717,5.3.255.245
Владивосток,43.1163807,131.882348,5.3.255.246
Ярославль,57.6216145,39.897878,5.3.255.247
Иркутск,52.2863513,104.280655,5.3.255.248
Тюмень,57.1530824,65.5343118,5.3.255.249
Махачкала,42.9848572,47.5046303,5.3.255.250
Хабаровск,48.4647991,135.0598811,5.3.255.251
Оренбург,51.7875191,55.1017379,5.3.255.252
Новокузнецк,53.7942757,87.2144046,5.3.255.253
Кемерово,55.3909721,86.0467864,5.3.255.254
Рязань,54.625457,39.7359992,5.8.0.1
Томск,56.4847036,84.9481737,5.8.0.2
Астрахань,46.3655808,48.0559979,5.8.0.3
Пенза,53.1753884,45.0347408,5.8.0.4
Набережные Челны,55.7436475,52.3958739,5.8.0.5
Липецк,52.6103027,39.5946266,5.8.0.6
Тула,54.192017,37.6153885,5.8.0.7
Киров,58.6035313,49.6679219,5.8.0.8
Чебоксары,56.1439378,47.2488718,5.8.0.9
Улан-Удэ,51.8334378,107.5841511,5.8.0.10
Калининград,54.7073218,20.5072458,5.8.0.11
Брянск,53.2420071,34.3652716,5.8.0.12
Курск,51.7303391,36.1926448,5.8.0.13
Иваново,56.9994677,40.9728231,5.8.0.14
Магнитогорск,53.4071891,58.9791432,5.8.0.15
Тверь,56.8585396,35.9117898,5.8.0.16
Ставрополь,45.0445439,41.9690168,5.8.0.17
Симферополь,44.9482645,34.100117,5.8.0.18
Нижний Тагил,57.9101038,59.9813242,5.8.0.19
Белгород,50.5977351,36.5858236,5.8.0.20
Архангельск,64.5392985,40.5170083,5.8.0.21
Владимир,56.1281561,40.4082995,5.8.0.22
Севастополь,44.6167334,33.5253552,5.8.0.23
Сочи,43.5855829,39.7231419,5.8.0.24
Курган,55.4443448,65.3161339,5.8.0.25
Смоленск,54.7867168,31.8153366,5.8.0.26
Калуга,54.5060439,36.2515933,5.8.0.27
Чита,52.0340128,113.4994884,5.8.0.28
Орёл,52.9672573,36.0696479,5.8.0.29
Волжский,48.7978483,44.7462417,5.8.0.30
Череповец,59.1269214,37.9092243,5.8.0.31
Владикавказ,43.0205039,44.6819383,5.8.0.32
Мурманск,69.0076958,33.0686019,5.8.0.33
Сургут,61.2539773,73.3961726,5.8.0.34
Вологда,59.2484186,39.8356461,5.8.0.35
Саранск,54.1807601,45.1862263,5.8.0.36
Тамбов,52.7213021,41.452258,5.8.0.37
Стерлитамак,53.6302498,55.9315707,5.8.0.38
Грозный,43.3179243,45.6981102,5.8.0.39
Якутск,62.0280273,129.7325717,5.8.0.40
Кострома,57.8029445,40.9907282,5.8.0.41
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.0.42
Петрозаводск,61.78909,34.3596263,5.8.0.43
Таганрог,47.2094907,38.935154,5.8.0.44
Нижневартовск,60.9397379,76.5696206,5.8.0.45
Йошкар-Ола,56.6343763,47.8998445,5.8.0.46
Братск,56.1513951,101.6339892,5.8.0.47
Москва,55.7538789,37.6203735,5.8.0.48
Санкт-Петербург,59.939125,30.3158225,5.8.0.49
Новосибирск,55.0281016,82.9210575,5.8.0.50
Екатеринбург,56.8386326,60.6054887,5.8.0.51
Нижний Новгород,56.3242093,44.0053948,5.8.0.52
Казань,55.7943877,49.1115312,5.8.0.53
Самара,53.1951657,50.1067691,5.8.0.54
Омск,54.9848136,73.3674638,5.8.0.55
Челябинск,55.1603659,61.4007858,5.8.0.56
Ростов-на-Дону,47.2224364,39.7187866,5.8.0.57
Уфа,54.734853,55.9578647,5.8.0.58
Волгоград,48.7072005,44.5170207,5.8.0.59
Пермь,58.0103211,56.2341778,5.8.0.60
Красноярск,56.009466,92.8524162,5.8.0.61
Воронеж,51.6592378,39.1968284,5.8.0.62
Саратов,51.530376,45.9530257,5.8.0.63
Краснодар,45.040235,38.9760801,5.8.0.64
Тольятти,53.5206438,49.389461,5.8.0.65
Барнаул,53.3481145,83.7798362,5.8.0.66
Ижевск,56.8527444,53.2113961,5.8.0.67
Ульяновск,54.3080674,48.3748717,5.8.0.68
Владивосток,43.1163807,131.882348,5.8.0.69
Ярославль,57.6216145,39.897878,5.8.0.70
Иркутск,52.2863513,104.280655,5.8.0.71
Тюмень,57.1530824,65.5343118,5.8.0.72
Махачкала,42.9848572,47.5046303,5.8.0.73
Хабаровск,48.4647991,135.0598811,5.8.0.74
Оренбург,51.7875191,55.1017379,5.8.0.75
Новокузнецк,53.7942757,87.2144046,5.8.0.76
Кемерово,55.3909721,86.0467864,5.8.0.77
Рязань,54.625457,39.7359992,5.8.0.78
Томск,56.4847036,84.9481737,5.8.0.79
Астрахань,46.3655808,48.0559979,5.8.0.80
Пенза,53.1753884,45.0347408,5.8.0.81
Набережные Челны,55.7436475,52.3958739,5.8.0.82
Липецк,52.6103027,39.5946266,5.8.0.83
Тула,54.192017,37.6153885,5.8.0.84
Киров,58.6035313,49.6679219,5.8.0.85
Чебоксары,56.1439378,47.2488718,5.8.0.86
Улан-Удэ,51.8334378,107.5841511,5.8.0.87
